Data/hora da geração:,25/02/2021,09:08:36
Codigo Ativo,Tipo Provento,Data de Anuncio,Data de Pagamento,Valor
HGLG11,Rendimento,30/11/2020,14/12/2020,"0,78"
HGLG11,Rendimento,30/12/2020,15/01/2021,"2,63"
HGLG11,Rendimento,29/01/2021,12/02/2021,"0,78"
QIFF11,Rendimento,29/01/2021,17/02/2021,"0,75"
RELG11,Rendimento,07/12/2020,14/12/2020,"0,41"
RELG11,Rendimento,08/01/2021,15/01/2021,"0,6"
RELG11,Rendimento,05/02/2021,12/02/2021,"0,63"
HGPO11,Rendimento,28/02/2020,13/03/2020,"0,89"
HGPO11,Rendimento,31/03/2020,15/04/2020,"0,89"
HGPO11,Rendimento,30/04/2020,15/05/2020,"0,89"
HGPO11,Rendimento,29/05/2020,12/06/2020,"0,89"
HGPO11,Rendimento,30/06/2020,14/07/2020,"0,89"
HGPO11,Rendimento,31/07/2020,14/08/2020,"0,94"
HGPO11,Rendimento,31/08/2020,15/09/2020,"0,94"
HGPO11,Rendimento,30/09/2020,15/10/2020,"0,94"
HGPO11,Rendimento,30/10/2020,16/11/2020,"0,94"
HGPO11,Rendimento,30/11/2020,14/12/2020,"0,94"
HGPO11,Rendimento,30/12/2020,15/01/2021,"0,98"
HGPO11,Rendimento,29/01/2021,12/02/2021,"1,01"
HGRE11,Rendimento,28/02/2020,13/03/2020,"0,74"
HGRE11,Rendimento,31/03/2020,15/04/2020,"0,65"
HGRE11,Rendimento,30/04/2020,15/05/2020,"0,57"
HGRE11,Rendimento,29/05/2020,12/06/2020,"0,57"
HGRE11,Rendimento,30/06/2020,14/07/2020,"0,57"
HGRE11,Rendimento,31/07/2020,14/08/2020,"0,65"
HGRE11,Rendimento,31/08/2020,15/09/2020,"0,65"
HGRE11,Rendimento,30/09/2020,15/10/2020,"0,65"
HGRE11,Rendimento,30/10/2020,16/11/2020,"0,65"
HGRE11,Rendimento,30/11/2020,14/12/2020,"0,65"
HGRE11,Rendimento,30/12/2020,15/01/2021,"0,97"
HGRE11,Rendimento,29/01/2021,12/02/2021,"0,67"
CVBI11,Rendimento,10/03/2020,17/03/2020,"0,73"
CVBI11,Rendimento,08/04/2020,16/04/2020,"0,6"
CVBI11,Rendimento,11/05/2020,18/05/2020,"0,55"
CVBI11,Rendimento,08/06/2020,16/06/2020,"0,5"
CVBI11,Rendimento,08/07/2020,15/07/2020,"0,63"
CVBI11,Rendimento,10/08/2020,17/08/2020,"0,6"
CVBI11,Rendimento,09/09/2020,16/09/2020,"0,67"
CVBI11,Rendimento,08/10/2020,16/10/2020,"0,75"
CVBI11,Rendimento,10/11/2020,17/11/2020,"1,0"
CVBI11,Rendimento,08/12/2020,15/12/2020,"1,5"
CVBI11,Rendimento,11/01/2021,18/01/2021,"1,95"
CVBI11,Rendimento,08/02/2021,17/02/2021,"1,24"
RBDS11,Rendimento,30/04/2020,12/05/2020,"3,95"
HGCR11,Rendimento,28/02/2020,13/03/2020,"0,6"
HGCR11,Rendimento,31/03/2020,15/04/2020,"0,6"
HGCR11,Rendimento,30/04/2020,15/05/2020,"0,6"
HGCR11,Rendimento,29/05/2020,12/06/2020,"0,56"
HGCR11,Rendimento,30/06/2020,14/07/2020,"0,48"
HGCR11,Rendimento,31/07/2020,14/08/2020,"0,48"
HGCR11,Rendimento,31/08/2020,15/09/2020,"0,48"
HGCR11,Rendimento,30/09/2020,15/10/2020,"0,48"
HGCR11,Rendimento,30/10/2020,16/11/2020,"0,52"
HGCR11,Rendimento,30/11/2020,14/12/2020,"0,52"
HGCR11,Rendimento,30/12/2020,15/01/2021,"0,73"
HGCR11,Rendimento,29/01/2021,12/02/2021,"0,62"
MCCI11,Rendimento,11/03/2020,18/03/2020,"0,85"
MCCI11,Rendimento,13/04/2020,20/04/2020,"0,5"
MCCI11,Rendimento,13/05/2020,20/05/2020,"0,6"
MCCI11,Rendimento,10/06/2020,18/06/2020,"0,6"
MCCI11,Rendimento,10/07/2020,17/07/2020,"0,55"
MCCI11,Rendimento,12/08/2020,19/08/2020,"0,6"
MCCI11,Rendimento,11/09/2020,18/09/2020,"0,6"
MCCI11,Rendimento,13/10/2020,20/10/2020,"0,6"
MCCI11,Rendimento,12/11/2020,19/11/2020,"0,6"
MCCI11,Rendimento,10/12/2020,17/12/2020,"0,6"
MCCI11,Rendimento,13/01/2021,20/01/2021,"0,6"
MCCI11,Rendimento,10/02/2021,19/02/2021,"0,7"
HGRU11,Rendimento,28/02/2020,13/03/2020,"0,68"
HGRU11,Rendimento,31/03/2020,15/04/2020,"0,68"
HGRU11,Rendimento,30/04/2020,15/05/2020,"0,68"
HGRU11,Rendimento,29/05/2020,12/06/2020,"0,68"
HGRU11,Rendimento,30/06/2020,14/07/2020,"0,68"
HGRU11,Rendimento,31/07/2020,14/08/2020,"0,68"
HGRU11,Rendimento,31/08/2020,15/09/2020,"0,68"
HGRU11,Rendimento,30/09/2020,15/10/2020,"0,68"
HGRU11,Rendimento,30/10/2020,16/11/2020,"0,68"
HGRU11,Rendimento,30/11/2020,14/12/2020,"0,68"
HGRU11,Rendimento,30/12/2020,15/01/2021,"0,72"
HGRU11,Rendimento,29/01/2021,12/02/2021,"0,68"
RBGS11,Rendimento,28/02/2020,13/03/2020,"0,53"
RBGS11,Rendimento,30/06/2020,14/07/2020,"0,05"
RBGS11,Rendimento,30/12/2020,15/01/2021,"0,43"
RBGS11,Rendimento,29/01/2021,12/02/2021,"0,4"
DLMT11,Rendimento,31/03/2020,15/04/2020,"0,01"
DLMT11,Rendimento,30/06/2020,14/07/2020,"0,01"
DLMT11,Rendimento,31/08/2020,15/09/2020,"0,02"
DLMT11,Rendimento,30/09/2020,15/10/2020,"0,01"
DLMT11,Rendimento,30/10/2020,13/11/2020,"0,01"
DLMT11,Rendimento,30/11/2020,15/12/2020,"0,01"
DLMT11,Rendimento,30/12/2020,15/01/2021,"0,01"
RBLG11,Rendimento,29/09/2020,30/09/2020,"0,6"
RBLG11,Rendimento,14/10/2020,15/10/2020,"0,58"
RBLG11,Rendimento,01/12/2020,08/12/2020,"0,49"
RBLG11,Rendimento,04/01/2021,11/01/2021,"0,32"
RBLG11,Rendimento,01/02/2021,08/02/2021,"0,33"
DEVA11,Rendimento,07/12/2020,14/12/2020,"2,68"
DEVA11,Rendimento,08/01/2021,15/01/2021,"2,51"
DEVA11,Rendimento,05/02/2021,12/02/2021,"1,95"
ARRI11,Rendimento,28/02/2020,06/03/2020,"0,28"
ARRI11,Rendimento,31/03/2020,07/04/2020,"0,63"
ARRI11,Rendimento,30/04/2020,08/05/2020,"0,44"
ARRI11,Rendimento,29/05/2020,05/06/2020,"0,32"
ARRI11,Rendimento,30/06/2020,07/07/2020,"0,37"
ARRI11,Rendimento,31/07/2020,07/08/2020,"0,49"
ARRI11,Rendimento,31/08/2020,08/09/2020,"0,59"
ARRI11,Rendimento,30/09/2020,07/10/2020,"0,53"
ARRI11,Rendimento,30/10/2020,09/11/2020,"0,81"
ARRI11,Rendimento,30/11/2020,07/12/2020,"0,8"
ARRI11,Rendimento,30/12/2020,08/01/2021,"0,8"
ARRI11,Rendimento,29/01/2021,05/02/2021,"1,19"
RBCO11,Rendimento,28/02/2020,13/03/2020,"0,88"
RBCO11,Rendimento,31/03/2020,14/04/2020,"0,03"
RBCO11,Rendimento,19/03/2020,15/04/2020,"0,64"
RBCO11,Rendimento,30/04/2020,15/05/2020,"0,47"
RBCO11,Rendimento,29/05/2020,12/06/2020,"0,37"
RBCO11,Rendimento,30/06/2020,14/07/2020,"0,4"
RBCO11,Rendimento,31/07/2020,14/08/2020,"0,35"
RBCO11,Rendimento,31/08/2020,15/09/2020,"0,4"
RBCO11,Rendimento,30/09/2020,15/10/2020,"0,55"
RBCO11,Rendimento,30/10/2020,16/11/2020,"0,56"
RBCO11,Rendimento,30/11/2020,14/12/2020,"0,55"
RBCO11,Rendimento,30/12/2020,15/01/2021,"0,55"
RBCO11,Rendimento,29/01/2021,12/02/2021,"0,55"
RRCI11,Rendimento,30/12/2020,15/01/2021,"0,51"
RRCI11,Rendimento,29/01/2021,12/02/2021,"0,54"
DOVL11,Rendimento,13/03/2020,23/03/2020,"1,3"
DOVL11,Rendimento,13/04/2020,22/04/2020,"3,11"
DOVL11,Rendimento,14/05/2020,22/05/2020,"0,67"
DOVL11,Rendimento,12/06/2020,22/06/2020,"0,67"
DOVL11,Rendimento,14/07/2020,21/07/2020,"17,29"
DOVL11,Rendimento,12/08/2020,20/08/2020,"8,72"
FIIP11,Rendimento,28/02/2020,13/03/2020,"0,86"
FIIP11,Rendimento,31/03/2020,15/04/2020,"1,33"
FIIP11,Rendimento,30/04/2020,15/05/2020,"0,53"
FIIP11,Rendimento,29/05/2020,15/06/2020,"1,16"
FIIP11,Rendimento,30/06/2020,14/07/2020,"10,8"
FIIP11,Rendimento,31/07/2020,14/08/2020,"0,57"
FIIP11,Rendimento,31/08/2020,15/09/2020,"0,79"
FIIP11,Rendimento,30/09/2020,15/10/2020,"0,87"
FIIP11,Rendimento,30/10/2020,16/11/2020,"0,55"
FIIP11,Rendimento,30/11/2020,14/12/2020,"0,67"
FIIP11,Rendimento,30/12/2020,15/01/2021,"1,1"
FIIP11,Rendimento,29/01/2021,12/02/2021,"1,16"
HOSI11,Rendimento,30/09/2020,07/10/2020,"0,57"
HOSI11,Rendimento,30/10/2020,09/11/2020,"0,57"
HOSI11,Rendimento,30/11/2020,08/12/2020,"0,51"
HOSI11,Rendimento,30/12/2020,08/01/2021,"0,54"
HOSI11,Rendimento,29/01/2021,05/02/2021,"0,56"
RBRD11,Rendimento,28/02/2020,13/03/2020,"0,56"
RBRD11,Rendimento,31/03/2020,15/04/2020,"0,99"
RBRD11,Rendimento,30/04/2020,15/05/2020,"0,06"
RBRD11,Rendimento,29/05/2020,15/06/2020,"1,05"
RBRD11,Rendimento,30/06/2020,14/07/2020,"15,41"
RBRD11,Rendimento,31/07/2020,14/08/2020,"0,04"
RBRD11,Rendimento,31/08/2020,15/09/2020,"0,04"
RBRD11,Rendimento,30/09/2020,15/10/2020,"0,06"
RBRD11,Rendimento,30/10/2020,16/11/2020,"3,32"
RBRD11,Rendimento,30/11/2020,14/12/2020,"0,05"
RBRD11,Rendimento,30/12/2020,15/01/2021,"0,07"
RBRD11,Rendimento,29/01/2021,12/02/2021,"0,05"
MGHT11,Rendimento,13/04/2020,20/04/2020,"0,11"
MGHT11,Rendimento,13/05/2020,20/05/2020,"0,49"
MGHT11,Rendimento,10/06/2020,18/06/2020,"0,33"
MGHT11,Rendimento,10/07/2020,17/07/2020,"1,13"
MGHT11,Rendimento,12/08/2020,19/08/2020,"0,6"
MGHT11,Rendimento,11/09/2020,18/09/2020,"0,6"
MGHT11,Rendimento,13/10/2020,20/10/2020,"0,6"
MGHT11,Rendimento,12/11/2020,19/11/2020,"0,31"
MGHT11,Rendimento,10/12/2020,17/12/2020,"0,6"
MGHT11,Rendimento,13/01/2021,20/01/2021,"0,57"
MGHT11,Rendimento,10/02/2021,19/02/2021,"0,65"
ERCR11,Rendimento,21/01/2021,29/01/2021,"6484,51"
ERCR11,Rendimento,21/01/2021,29/01/2021,"630,69"
RCRI11,Rendimento,30/06/2020,14/07/2020,"13,45"
RCRI11,Rendimento,30/12/2020,15/01/2021,"18,36"
PVBI11,Rendimento,30/09/2020,07/10/2020,"0,45"
PVBI11,Rendimento,30/10/2020,09/11/2020,"0,48"
PVBI11,Rendimento,30/11/2020,07/12/2020,"0,47"
PVBI11,Rendimento,30/12/2020,08/01/2021,"0,47"
PVBI11,Rendimento,29/01/2021,05/02/2021,"0,49"
MGCR11,Rendimento,13/11/2020,20/11/2020,"0,14"
MGCR11,Rendimento,11/12/2020,18/12/2020,"0,65"
MGCR11,Rendimento,14/01/2021,21/01/2021,"0,66"
MGCR11,Rendimento,11/02/2021,22/02/2021,"0,7"
KINP11,Rendimento,30/06/2020,14/07/2020,"0,67"
KINP11,Rendimento,30/06/2020,14/07/2020,"0,12"
KINP11,Rendimento,30/12/2020,15/01/2021,"0,47"
KINP11,Rendimento,30/12/2020,15/01/2021,"0,37"
RBRF11,Rendimento,10/03/2020,17/03/2020,"0,7"
RBRF11,Rendimento,09/04/2020,17/04/2020,"0,6"
RBRF11,Rendimento,12/05/2020,19/05/2020,"0,6"
RBRF11,Rendimento,09/06/2020,17/06/2020,"0,6"
RBRF11,Rendimento,09/07/2020,16/07/2020,"0,6"
RBRF11,Rendimento,11/08/2020,18/08/2020,"0,43"
RBRF11,Rendimento,10/09/2020,17/09/2020,"0,6"
RBRF11,Rendimento,09/10/2020,19/10/2020,"0,75"
RBRF11,Rendimento,11/11/2020,18/11/2020,"0,75"
RBRF11,Rendimento,09/12/2020,16/12/2020,"0,75"
RBRF11,Rendimento,12/01/2021,19/01/2021,"0,86"
RBRF11,Rendimento,09/02/2021,18/02/2021,"0,6"
FLCR11,Rendimento,05/02/2021,12/02/2021,"0,85"
RCFF11,Rendimento,13/07/2020,21/07/2020,"1,92"
RCFF11,Rendimento,14/01/2021,22/01/2021,"3,11"
RFOF11,Rendimento,31/03/2020,14/04/2020,"0,18"
RFOF11,Rendimento,30/04/2020,15/05/2020,"0,23"
RFOF11,Rendimento,29/05/2020,12/06/2020,"0,25"
RFOF11,Rendimento,30/06/2020,14/07/2020,"0,28"
RFOF11,Rendimento,31/07/2020,14/08/2020,"0,25"
RFOF11,Rendimento,31/08/2020,15/09/2020,"0,42"
RFOF11,Rendimento,30/09/2020,15/10/2020,"0,5"
RFOF11,Rendimento,30/10/2020,16/11/2020,"0,58"
RFOF11,Rendimento,30/11/2020,14/12/2020,"0,63"
RFOF11,Rendimento,30/12/2020,15/01/2021,"0,75"
RFOF11,Rendimento,29/01/2021,12/02/2021,"0,63"
